City;Population;Area KM2;Farming;Industry;Public administration;Public services;Taxes;GDP;GDP per capita;HDI-M;HDI-R;HDI-L;HDI-E;FMDI;Latitude;Longitude
Adamantina;33888;411.99;45201.02;138803.34;168908.81;621261.4;80366.51;1054541.08;31121.18;0.79;0.77;0.85;0.75;0.78;-216.866.517;-510.762.975
Adolfo;3469;211.06;33549.77;8059.45;21422.16;33338.63;3364.63;99734.63;28667.61;0.73;0.71;0.84;0.65;0.78;-212.356.597;-496.441.918
Aguaí;34919;474.55;87873.19;297084.21;121789.13;336929.46;99032.53;942708.52;27263.25;0.72;0.7;0.86;0.61;0.72;-220.592.036;-46.979.384
Agudos;35828;966.71;80476.44;800703.35;174721.09;672594.73;334526.09;2063021.7;57826.6;0.74;0.7;0.84;0.69;0.77;-22.471.162;-48.987.822
Alambari;5600;159.6;35578.26;7684.43;24265.69;28925.07;4113.25;100566.7;18245.05;0.71;0.68;0.8;0.66;0.7;-23.550.338;-47.897.971
Alfredo Marcondes;3923;118.92;5147.29;16134.31;19518.7;28834.32;13365.29;82999.9;21173.45;0.74;0.68;0.84;0.71;0.76;-219.527;-51.413.956
Altair;3994;313.01;137866.81;9244.01;20293.65;37987.09;4689.41;210080.96;52877.16;0.69;0.7;0.8;0.58;0.75;-205.238.955;-490.606.135
Altinópolis;15557;928.96;195155.5;22009.42;64684.57;221688.64;23401.18;526939.31;33869.35;0.73;0.73;0.84;0.64;0.8;-21.021.364;-473.712
Alto Alegre;4037;318.57;36909.22;12081.21;22009.11;32604.84;6853.25;110457.64;27293.71;0.7;0.68;0.82;0.62;0.75;-2.161.170.705;-501.500.753.416.667
Alumínio;17747;83.66;1269.67;902768.74;92240.8;376606.08;480691.9;1853577.18;105101.9;0.77;0.73;0.84;0.73;0.73;-235.203.479;-472.575.256
Alvinlândia;3142;84.88;25525.02;4484.16;15774.1;17155.13;875.95;63814.36;20414.06;0.72;0.72;0.79;0.66;0.74;-224.431.852;-497.643.596
Americana;229283;133.91;9880.24;2133299.94;960987.9;5732972.98;1545731.84;10382872.9;45694.64;0.81;0.8;0.88;0.76;0.86;-227.392.463;-473.306.032
Amparo;68945;445.32;82866.64;1855851.6;288371.71;1473018.99;658881.83;4358990.77;63540.29;0.78;0.78;0.87;0.71;0.87;-2.270.111;-4.676.444
Américo Brasiliense;39121;122.78;30758.89;286949.69;143002.24;398981.44;88567.8;948260.06;24584.16;0.75;0.71;0.85;0.7;0.82;-217.297.099;-481.052.092
Américo de Campos;5734;252.88;33236.6;4367.24;26572.44;37694.95;2825.74;104696.97;18262.16;0.74;0.72;0.82;0.71;0.75;-20.298.476;-49.735.904
Analândia;4746;325.95;37155.14;44876.15;26431.84;45968.27;4873.63;159305.03;33938.01;0.75;0.74;0.86;0.67;0.74;-22.128.917;-47.661.939
Andradina;55943;964.23;106593.47;504535.01;226411.46;974348.75;160106.12;1971994.81;35286.03;0.78;0.76;0.88;0.7;0.8;-20.894.761;-51.378.568
Angatuba;24038;1027.29;128125.98;311106.02;98511.63;357916.13;67701.56;963361.32;40458.67;0.72;0.69;0.83;0.65;0.78;-234.938.938;-484.110.675
Anhembi;6467;736.56;63606.49;19141.2;30446.1;36419.45;4836.3;154449.54;24257.82;0.72;0.68;0.86;0.64;0.77;-227.891.096;-481.316.776
Anhumas;3919;320.84;32818.55;6330.66;19637.44;22387.4;2268.6;83442.65;21406.53;0.74;0.68;0.84;0.71;0.74;-222.956.478;-513.873.401
Aparecida;35570;121.08;1600.98;43347.83;143451.99;808670.46;51594.55;1048665.81;29539.05;0.76;0.74;0.83;0.71;0.79;-22.851.552;-452.340.924
Aparecida d'Oeste;4192;179.0;25620.81;36878.7;19739.59;36052.68;7172.64;125464.42;29716.82;0.72;0.7;0.8;0.67;0.7;-204.498.109;-508.808.706
Apiaí;24681;974.32;138271.48;169646.32;91731.05;211060.34;41024.22;651733.4;26398.79;0.71;0.66;0.84;0.65;0.74;-245.076.527;-488.461.582
Aramina;5433;202.83;36585.09;4955.28;24621.4;53573.59;8629.26;128364.63;23762.43;0.74;0.72;0.86;0.66;0.71;-20.088.088;-477.899.145
Arandu;6154;285.91;44439.19;7095.47;29579.48;34453.95;3630.02;119198.12;19384.96;0.68;0.68;0.81;0.59;0.74;-231.345.103;-490.545.651
Arapeí;2471;156.9;1581.36;1637.87;13911.77;10854.83;1104.57;29090.4;11767.96;0.68;0.63;0.81;0.61;0.66;-226.738.889;-444.477.778
Araraquara;224389;1003.62;200057.23;1507590.56;969742.61;5311977.05;1019740.8;9009108.25;40437.49;0.82;0.79;0.88;0.78;0.88;-217.886.713;-481.773.096
Araras;128676;644.83;122418.68;1497398.96;528971.91;2550544.26;584687.25;5284021.06;41442.98;0.78;0.76;0.86;0.73;0.86;-223.569.477;-473.838.889
Araçariguama;20223;145.2;1185.79;766996.66;107357.67;1481381.03;487302.68;2844223.83;143249.75;0.7;0.72;0.81;0.6;0.74;-23.438.611;-47.061.389
Araçatuba;188884;1167.13;96174.19;1209743.36;660648.21;4405628.59;598338.52;6970532.86;37058.18;0.79;0.78;0.84;0.74;0.83;-21.207.992;-504.390.225
Araçoiaba da Serra;31373;255.33;21992.1;147009.81;121087.74;311046.44;66897.87;668033.96;21636.03;0.78;0.75;0.86;0.72;0.75;-235.045.367;-476.168.158
Arco-Íris;1832;264.9;19210.62;5870.21;12108.52;9148.41;1416.18;47753.94;25939.13;0.72;0.67;0.81;0.69;0.72;-217.741.308;-504.668.814
Arealva;8127;504.97;63077.69;12404.85;33030.82;92947.42;11974.11;213434.9;26369.52;0.74;0.72;0.84;0.68;0.77;-220.301.906;-489.111.936
Areias;3807;305.23;5873.93;1992.96;19630.27;14058.17;1456.55;43011.88;11351.78;0.7;0.63;0.8;0.67;0.64;-225.800.929;-446.975.127
Areiópolis;10788;85.91;22810.73;9759.36;41952.34;55166.4;5095.34;134784.17;12534.56;0.7;0.69;0.82;0.59;0.72;-226.758.064;-486.673.653
Ariranha;9171;132.62;28757.21;215860.47;40565.85;303063.7;132491.08;720738.32;79219.42;0.73;0.73;0.81;0.66;0.88;-2.118.716;-48.790.418
Artur Nogueira;51092;178.03;115395.56;150619.62;185970.29;517120.82;111963.14;1081069.43;21470.66;0.75;0.74;0.83;0.68;0.78;-22.572.737;-47.172.679
Arujá;86746;96.17;24931.09;754285.21;352025.3;3360069.73;820565.68;5311877.0;62283.11;0.78;0.76;0.87;0.73;0.85;-23.396.266;-463.175.449
Aspásia;1774;69.37;10070.69;1715.69;11537.82;9010.87;846.21;33181.28;18672.64;0.74;0.7;0.86;0.66;0.79;-20.160.028;-50.728.046
Assis;100184;460.61;65695.12;485332.89;395613.06;2019319.04;337987.74;3303947.86;33175.16;0.8;0.77;0.86;0.78;0.82;-226.620.892;-50.420.623
Atibaia;137107;478.52;165003.06;1320361.2;566782.67;3120684.76;989967.63;6162799.32;45356.39;0.76;0.79;0.85;0.67;0.87;-231.177.393;-465.547.861
Auriflama;14429;434.5;28172.45;32022.94;59503.11;158340.26;16032.51;294071.28;20410.28;0.77;0.75;0.84;0.74;0.77;-206.840.418;-505.554.616
Avanhandava;11949;338.37;44779.25;184441.8;49974.82;118360.89;30514.88;428071.64;36072.44;0.7;0.69;0.82;0.62;0.73;-214.603.331;-499.465.156
Avaré;86669;1213.06;119649.94;454730.12;352381.32;1467195.82;227082.86;2621040.06;30393.1;0.77;0.75;0.87;0.7;0.81;-231.045.215;-489.259.103
Avaí;5223;540.69;162331.53;10628.43;25660.45;59450.71;5830.49;263901.61;50838.3;0.71;0.67;0.83;0.65;0.75;-221.564.662;-493.316.395
Bady Bassitt;16037;110.37;16171.36;37203.37;69007.95;171952.25;24367.64;318702.57;20053.02;0.75;0.74;0.8;0.7;0.79;-209.178.969;-494.517.911
Balbinos;3699;91.64;15266.04;5493.01;21284.64;10866.83;1483.14;54393.66;14708.94;0.67;0.69;0.81;0.54;0.64;-219.006.253;-493.583.966
Bananal;10560;616.43;8610.76;33925.58;45841.88;96980.45;16845.22;202203.89;19231.87;0.73;0.69;0.87;0.65;0.66;-226.828.195;-443.221.095
Barbosa;7142;205.21;16892.66;9299.24;27650.64;32404.69;3185.48;89432.72;12646.03;0.7;0.68;0.84;0.6;0.73;-21.265.661;-49.951.816
Bariri;33540;444.4;72377.53;276802.64;137966.46;540166.83;119025.13;1146338.59;34409.08;0.75;0.74;0.87;0.66;0.77;-220.746.355;-487.394.852
Barra Bonita;34971;150.12;21503.97;367581.27;141093.19;707704.06;149912.95;1387795.44;39650.17;0.79;0.76;0.87;0.74;0.8;-22.490.859;-48.558.349
Barra do Chapéu;5470;405.68;36793.81;3543.19;21569.61;17792.9;1858.69;81558.2;14995.07;0.66;0.62;0.78;0.6;0.71;-24.472.203;-49.023.784
Barra do Turvo;7676;1007.67;3855.07;3869.09;34893.59;29427.78;6237.51;78283.04;10206.39;0.64;0.62;0.79;0.53;0.69;-24.756.421;-485.056.942
Barretos;116973;1566.16;239259.75;931826.73;513944.3;2389509.31;369041.31;4443581.4;38162.31;0.79;0.76;0.88;0.74;0.86;-205.531.437;-485.697.509
Barrinha;31574;146.02;30739.29;83934.3;117988.92;210610.11;25703.45;468976.08;15031.77;0.72;0.71;0.83;0.65;0.74;-211.898.849;-481.550.642
Barueri;259793;65.7;336.18;4103571.24;1728842.18;28060581.46;13660257.8;47553588.86;184656.2;0.79;0.79;0.87;0.71;0.88;-235.112.184;-468.764.612
Barão de Antonina;3328;153.14;7525.56;3247.42;17076.53;45549.07;6253.74;79652.32;24129.75;0.71;0.68;0.82;0.65;0.7;-236.295.651;-495.632.104
Bastos;20284;170.91;580210.27;75193.38;81040.73;269743.15;41932.29;1048119.82;51692.63;0.75;0.7;0.85;0.72;0.82;-219.200.478;-507.344.335
Batatais;59517;849.53;170048.63;157922.49;233565.3;808101.2;109801.49;1479439.12;25004.46;0.76;0.77;0.84;0.68;0.81;-20.892.867;-47.592.149
Bauru;360478;667.68;42933.09;2492140.71;1390164.79;8598393.65;1248120.63;13771752.86;38402.18;0.8;0.8;0.85;0.75;0.86;-223.218.102;-490.705.863
Bebedouro;74373;683.19;120479.55;489836.36;309045.34;1947023.79;394116.38;3260501.42;43775.11;0.78;0.76;0.85;0.74;0.86;-20.949.077;-48.479.083
Bento de Abreu;2892;301.69;37580.31;64608.69;17680.87;38094.32;11807.27;169771.47;59236.38;0.74;0.71;0.82;0.71;0.73;-212.719.472;-508.115.509
Bernardino de Campos;10780;244.16;26365.1;47375.31;42580.38;101819.14;18528.45;236668.39;21960.51;0.73;0.71;0.84;0.66;0.75;-230.140.216;-494.760.724
Bertioga;60120;491.55;5979.12;158706.38;351905.84;995471.79;94489.8;1606552.93;27417.92;0.73;0.73;0.82;0.65;0.82;-23.848.568;-46.139.586
Bilac;7676;158.02;56254.01;9558.31;30833.43;79902.74;8354.32;184902.82;24310.13;0.77;0.74;0.84;0.72;0.8;-21.403.962;-5.047.464
Birigui;118960;530.03;67652.35;557229.37;462336.48;1749459.98;309960.24;3146638.42;26713.29;0.78;0.74;0.87;0.73;0.83;-212.908.491;-5.034.144
Boa Esperança do Sul;14396;690.75;135844.42;31959.83;61853.03;119088.31;16661.88;365407.47;25547.61;0.68;0.69;0.81;0.56;0.74;-219.930.206;-483.917.372
Bocaina;11888;363.93;39912.55;26154.53;51109.59;95684.06;12350.66;225211.39;19139.24;0.74;0.74;0.84;0.66;0.82;-221.441.706;-485.294.858
Bofete;10790;653.54;31035.86;23777.86;45458.31;56339.1;7860.07;164471.2;15441.86;0.7;0.7;0.82;0.61;0.73;-231.019.554;-482.610.535
Boituva;55630;248.95;23615.98;907282.25;248443.82;1114209.57;403314.41;2696866.03;49197.62;0.78;0.76;0.86;0.73;0.85;-232.838.893;-476.738.231
Bom Jesus dos Perdões;23399;108.37;8349.99;324615.22;95275.41;321322.37;114360.22;863923.21;37617.49;0.71;0.72;0.8;0.63;0.81;-231.353.864;-464.648.052
Bom Sucesso de Itararé;3797;133.58;3962.24;12821.91;18412.46;15382.39;2392.41;52971.4;14065.69;0.66;0.6;0.78;0.61;0.72;-243.190.016;-491.446.207
Borborema;15183;552.26;122078.92;27766.58;64943.08;173911.67;20414.03;409114.29;27068.56;0.73;0.71;0.83;0.66;0.76;-216.212.706;-49.074.135
Borebi;2524;347.99;19187.65;3877.18;15882.13;20057.17;3475.14;62479.26;25021.73;0.7;0.67;0.85;0.62;0.76;-225.700.178;-489.714.871
Borá;810;118.95;14626.8;29287.61;7998.2;17212.57;5039.62;74164.81;91561.49;0.75;0.71;0.86;0.68;0.83;-222.701.088;-50.544.407
Botucatu;138590;1482.64;194540.72;970290.59;457842.41;2290444.09;377551.45;4290669.26;31242.59;0.8;0.79;0.87;0.75;0.87;-228.879.628;-484.410.712
Bragança Paulista;160840;512.58;50981.23;1413094.04;601623.68;2935876.68;670867.0;5672442.62;35610.34;0.78;0.77;0.86;0.7;0.86;-229.520.235;-465.418.586
Braúna;5452;195.18;23530.97;8354.45;24170.06;34976.44;3498.69;94530.62;17499.19;0.74;0.72;0.83;0.66;0.67;-215.015.319;-503.175.246
Brejo Alegre;2732;105.69;10358.61;103216.73;18050.32;45541.18;16258.36;193425.19;71295.68;0.71;0.7;0.83;0.62;0.82;-211.671.191;-501.850.393
Brodowski;23430;278.46;62259.92;142158.15;97366.05;281634.81;55952.6;639371.53;27586.47;0.76;0.74;0.86;0.68;0.77;-20.984.532;-47.657.217
Brotas;23423;1101.37;96908.88;200355.69;100365.81;339931.38;66453.84;804015.61;34637.93;0.74;0.72;0.82;0.69;0.82;-222.840.884;-481.267.265
Buri;19428;1195.91;97996.46;37316.97;81159.72;132763.0;19270.01;368506.16;19089.63;0.67;0.64;0.8;0.58;0.76;-2.379.849;-48.598.924
Buritama;16377;326.92;50861.12;247056.99;70059.66;206079.37;30043.73;604100.87;37134.3;0.76;0.74;0.84;0.72;0.74;-210.664.017;-501.448.077
Buritizal;4259;266.42;42539.46;66310.06;25234.28;36526.98;7436.84;178047.63;42032.02;0.74;0.74;0.83;0.64;0.8;-201.912.521;-477.087.938
Bálsamo;8460;149.88;36587.73;11222.86;33939.88;106287.33;15270.31;203308.1;24120.07;0.76;0.75;0.84;0.7;0.79;-207.343.722;-495.807.484
Cabreúva;47842;260.23;28712.25;1087489.99;211099.31;1989300.52;977721.64;4294323.72;91236.59;0.74;0.72;0.83;0.68;0.84;-233.075.813;-471.324.417
Cachoeira Paulista;31825;287.99;13005.59;69027.09;122261.5;357149.53;29937.68;591381.38;18700.99;0.76;0.73;0.84;0.73;0.75;-22.666.498;-45.015.384
Caconde;18786;468.22;84812.98;41396.38;69380.17;137249.3;10754.85;343593.68;18323.04;0.72;0.7;0.86;0.62;0.69;-21.527.995;-46.643.659
Cafelândia;17121;920.28;97479.35;81826.84;75128.73;184398.6;29508.62;468342.15;27452.65;0.74;0.71;0.87;0.66;0.7;-218.054.355;-496.030.627
Caiabu;4099;253.35;18381.32;3825.12;18810.24;18197.31;1382.82;60596.82;14786.93;0.73;0.68;0.82;0.69;0.72;-220.143.038;-512.356.597
Caieiras;97763;97.64;1876.43;1106490.07;366926.59;1369992.82;444319.57;3289605.48;34135.87;0.78;0.74;0.86;0.75;0.83;-233.644.621;-467.484.765
Caiuá;5489;551.16;24939.97;2870.07;27556.25;18455.82;3820.73;77642.85;14285.71;0.7;0.66;0.8;0.64;0.65;-218.319.357;-519.887.179
Cajamar;74910;131.39;195.21;2258830.92;390543.46;8877513.44;3476107.63;15003190.67;203880.94;0.73;0.71;0.81;0.67;0.84;-233.561.111;-468.769.444
Cajati;28795;454.44;236014.47;670371.34;117780.5;388594.66;152573.59;1565334.56;54546.98;0.69;0.66;0.83;0.61;0.72;-247.272.376;-481.077.914
Cajobi;10046;176.93;28436.25;9240.57;40181.67;67831.48;7004.81;152694.78;15245.09;0.73;0.71;0.82;0.67;0.73;-208.776.238;-488.106.972
Cajuru;25206;660.09;105636.52;90964.95;96410.6;226847.37;55163.74;575023.17;23018.42;0.71;0.69;0.82;0.63;0.71;-212.759.978;-473.046.035
Campina do Monte Alegre;5763;185.03;20901.29;14565.85;26170.78;39771.35;4588.93;105998.2;18473.02;0.72;0.69;0.85;0.63;0.71;-235.935.653;-484.801.876
Campinas;1158944;794.57;103182.6;9993493.46;4542556.23;34770630.45;9643700.28;59053563.02;51317.32;0.8;0.83;0.86;0.73;0.84;-2.290.556;-4.706.083
Campo Limpo Paulista;81126;79.4;6544.33;532783.83;295796.17;869271.28;217798.03;1922193.64;23943.02;0.77;0.73;0.84;0.74;0.78;-23.207.791;-46.788.919
Campos Novos Paulista;4760;484.2;46180.04;8715.46;23214.98;42737.75;5483.93;126332.16;26697.41;0.71;0.67;0.82;0.64;0.76;-22.601.952;-49.998.726
Campos do Jordão;49666;290.52;3880.86;122827.51;212895.26;782435.93;73511.18;1195550.75;24180.87;0.75;0.76;0.85;0.65;0.77;-226.929.855;-455.184.917.977.816
Cananéia;12289;1237.36;33095.56;47667.6;54526.94;112186.8;11295.31;258772.21;21101.87;0.72;0.68;0.81;0.65;0.67;-250.104.609;-479.315.628
Canas;4929;53.26;1261.88;46070.08;23604.49;159166.64;26626.55;256729.64;52803.3;0.7;0.65;0.8;0.68;0.7;-227.029.347;-450.526.508
Canitar;4862;57.46;11031.56;100815.15;22942.8;44829.73;14837.32;194456.56;40528.67;0.68;0.66;0.79;0.6;0.74;-230.066.616;-497.840.632
Capela do Alto;19913;169.89;36620.69;25166.07;82246.77;125405.46;16340.36;285779.36;14576.12;0.7;0.67;0.82;0.62;0.73;-234.704.798;-477.352.309
Capivari;53100;322.88;68515.09;557711.01;233394.66;769018.97;248734.95;1877374.68;35730.25;0.75;0.74;0.85;0.67;0.82;-22.995.144;-4.750.715
Capão Bonito;46303;1640.23;126724.12;72312.38;177328.71;391732.22;46317.41;814414.85;17610.11;0.72;0.68;0.83;0.67;0.77;-2.405.314.205;-481.608.367.818.716
Caraguatatuba;113208;484.95;15623.23;330874.59;553421.84;1816015.82;212351.0;2928286.47;26195.23;0.76;0.74;0.84;0.7;0.8;-2.362.028;-4.541.306
Carapicuíba;390010;34.55;240.13;799181.01;1086566.15;3135361.04;473008.51;5494356.82;14170.39;0.75;0.72;0.84;0.69;0.78;-235.234.673;-468.406.808
Cardoso;11740;639.25;79428.93;14662.43;51891.98;105458.2;8115.57;259557.11;22091.85;0.72;0.7;0.85;0.64;0.71;-20.080.447;-499.139.767
Casa Branca;29236;864.22;191197.44;46732.72;123992.57;378709.93;61089.66;801722.3;27527.89;0.73;0.73;0.84;0.64;0.81;-217.743.137;-470.852.175
Castilho;20191;1065.32;66153.59;406016.59;101473.6;340460.96;87024.69;1001129.42;50234.8;0.73;0.69;0.83;0.69;0.7;-208.695.636;-514.877.792
Catanduva;116435;290.6;60808.64;850547.64;475354.01;2232544.61;355404.22;3974659.11;34249.24;0.78;0.77;0.85;0.74;0.86;-211.331.035;-489.712.817
